batch_id,ph_setpoint,temperature_C,rpm,DO_percent,feed_rate_day3_mL_h,feed_rate_day5_mL_h,inoculation_density_E6_cells_mL,glucose_setpoint_g_L,harvest_VCD_E6_cells_mL,duration_hours,aeration_rate_vvm,pressure_bar,agitator_tip_speed_m_s,bioreactor_id,raw_material_lot_supplier,operator_shift,media_lot,deviation_reported,feed_strategy_alternative,ambient_humidity_percent,batch_sequence_number,lab_room_id,osmolality_mOsm_kg,seed_train_age_hours,antifoam_addition_mL
B011,6.879256587264665,37.182452898680566,116.82392674112587,38.095600578074034,40.00950058135072,50.27627206781567,0.6552396379737353,5.13560048944452,10.997571395068798,155.54259034257922,0.35426130276716394,0.8127846069298089,1.6569688549210777,BR-2,Supplier_A,Day,Lot-010,0.0,0.0,39.67819423077341,,Lab-201,313.92323076106055,76.01050611171605,6.441070614208192
B012,7.072380706295788,36.33304480196288,91.97960187008414,47.63975047469751,41.371309592610295,63.61984592691912,0.8594041567397845,4.6045550504768595,15.16341507498839,159.9045323439165,0.3453860533616023,0.7477994794845366,1.7296951408706462,BR-5,Supplier_C,Day,,,0.0,54.84538635461941,12.0,Lab-201,333.5427858203587,67.98191143156679,5.076045271694916
B013,7.320000906729932,36.1134560056307,101.5520856486755,46.741809580846116,37.2245665640557,44.61027037241181,,4.487919976381498,16.734133476262446,158.78543043308395,0.40573008806003114,0.7956021425029519,1.542800766777119,BR-4,Supplier_A,Day,Lot-005,0.0,0.0,54.763983846909845,13.0,Lab-101,312.6525320303077,72.31099259395708,3.219961262125661
B014,6.8099726237428175,37.25061088917803,112.00355932644786,35.31645728008425,46.42478389830579,40.81376203647978,0.746044829416947,,10.85166175571906,154.52843438186045,0.39073071852285884,0.9183500574120083,1.236264704244875,BR-5,Supplier_A,Day,Lot-012,1.0,0.0,39.03447818526555,14.0,Lab-201,318.1114516984189,68.25838494222384,5.826319175961771
B015,7.07482650201525,37.31570378264168,115.30725335005742,48.81725889752181,43.541309240426074,48.78067658860636,0.8172777669609224,4.876676767607275,14.48261006617888,166.85344173757338,0.41461722033562104,0.7555205112934561,1.6629551594718106,BR-3,Supplier_B,Day,Lot-008,1.0,0.0,50.94614235071279,15.0,Lab-201,299.1436311402568,68.84095982090331,2.9632778512984324
B016,7.3578337931463595,36.54278194317033,117.09933647294328,46.88996441760054,36.58840235980136,48.85344169102782,0.7452951816801336,3.272240681932929,15.102453276278604,154.9487600437734,0.38725305972166335,0.7085062012507062,1.28441793897285,BR-2,Supplier_A,Day,Lot-006,0.0,0.0,46.13973004587149,16.0,Lab-102,309.6351288975856,,5.412739725227608
B017,6.732683353327732,36.24905760770903,122.46297347577101,42.7134812116086,42.12566996675319,42.576349952349645,0.6913958407765907,4.956616706181292,13.838317913337184,146.3767041213563,0.42503201726910933,0.8954074896719834,1.5994078842957065,BR-3,Supplier_C,Day,Lot-007,0.0,0.0,51.434640037059125,17.0,Lab-201,317.526416049471,79.59464955099934,2.0975718557077783
B018,6.79940754276775,36.93466218735252,118.25904403013064,36.66373579380644,48.63586416853503,39.28941937289349,0.7775662310063627,3.779341790489854,10.425243918117356,162.58291176236645,0.38520258931267354,0.8593837529550429,1.4080057880412544,BR-1,Supplier_C,Night,Lot-010,0.0,1.0,48.845378419045005,18.0,Lab-102,334.0320459715184,78.39411104832028,5.50256096450482
B019,6.953750810837049,37.22579337922269,134.5920753265209,,48.78266530430665,61.01398874358551,0.6875213637554005,4.62940185193961,13.783464157837797,149.77429423223907,0.42315787938724275,0.770358510348107,1.3644257142772855,BR-5,Supplier_A,Day,Lot-004,0.0,,56.57071588296198,19.0,Lab-102,317.66379333211523,75.22460312536403,
B020,6.9362940856860265,37.52915808285201,113.88779233182358,38.236361961678845,31.246000655476266,48.12448255752215,0.8587356956911897,4.534457139469644,13.779928053438947,159.2305521873923,0.4278952523701651,0.6934266387098466,1.4792943972672496,BR-4,Supplier_C,Night,Lot-008,0.0,1.0,47.6031963451685,20.0,Lab-101,331.604644334316,83.83317571166289,2.5600940626822224
B021,7.176268231795656,37.080704150235505,111.65218448629348,45.79816124304372,32.90406788863567,41.24014502088651,0.6819897407017164,5.243245981011635,14.17424070999494,157.8180740025698,0.3357510353376353,0.7604301314849149,1.5206723909716384,BR-4,Supplier_A,Night,Lot-011,0.0,0.0,45.65700744458951,21.0,Lab-201,322.68874932243506,70.86452582058965,3.6959989416931602
B022,7.073498749567751,36.769899156195,127.74650646224553,35.31062382819022,46.16705332703618,51.95354696481739,0.9054372427589261,4.50173965704236,13.260362864064847,158.15905535176768,0.28055207742210897,0.8156236450520582,1.4469266799381684,BR-2,Supplier_B,Day,Lot-007,0.0,1.0,55.76851386445745,22.0,Lab-101,334.52881607357625,90.0,4.3882818516083
B023,6.710506829264417,36.5874042824453,103.57229516088657,45.06258574033909,32.179454220393,45.290556514851325,0.6782225118485415,4.2182237913698835,13.525373262868772,184.0086679143114,0.4648921070808004,0.9132537671907055,1.6441925245144242,BR-5,Supplier_A,Day,Lot-006,0.0,0.0,51.643167718868824,23.0,Lab-201,314.29149339233936,70.63482350782068,3.307352197264003
B024,7.1227738725221466,36.904007952084726,126.67630046384002,33.307711297851256,30.726023766895764,44.356270598934096,0.7520446101302792,4.321368517215838,14.41264617883665,166.50770410452614,,0.7370734420104273,1.4786288994465866,BR-5,Supplier_C,Day,Lot-002,0.0,0.0,52.8545071545671,24.0,Lab-102,343.68267252782164,73.53116011053609,4.775534908393453
B025,6.926043000275983,36.79525735364016,123.2306382047152,40.57151990892806,35.32593228115524,49.6547736674442,0.7450475910141785,5.300085522815064,15.473400130933365,168.20833908095798,0.2857032757477133,0.8132384094790821,1.7068305394674916,BR-4,Supplier_A,Night,Lot-003,0.0,0.0,41.68330662193122,25.0,Lab-102,309.17524556503054,69.61333251635875,3.1838085628703054
B026,7.259400499049423,36.54472623299491,120.23069012098199,42.76753428201806,40.31124690211022,37.60276525649402,0.9790176074649806,4.894963333049491,13.830261121715331,150.01241533291935,0.3407399276529709,0.8740115727915918,1.5949877065029567,BR-1,Supplier_A,Night,Lot-012,0.0,0.0,38.63789774881221,26.0,Lab-101,305.80245798962795,74.23395336036182,4.868521351503901
B027,6.917034243441354,37.617064477802145,141.05931328579115,59.115911015412415,37.43681811363897,48.29207682546162,0.859634793473991,4.3879035101622605,13.598772357590395,160.1143317972677,0.42245308608034055,0.6294986127902463,1.4383908469445907,BR-3,Supplier_A,Night,Lot-007,0.0,1.0,42.458222853978384,27.0,Lab-201,300.4793658037316,77.01368956731747,4.61911088685124
B028,6.9154092490415975,37.524808940725244,114.53351065646339,32.35879041135743,34.421900087769245,58.43420625025639,0.7945919436946727,4.469954469019517,14.703178884159808,167.9377236694736,0.3646177742876909,0.9027028934351119,1.4114496185868344,BR-1,Supplier_C,Day,Lot-004,0.0,0.0,42.03342891455529,28.0,Lab-101,342.9722960586968,71.3165016416815,3.914707723408891
B029,7.127403689944816,37.2976170392444,146.72357804628894,52.30410196543093,34.2918314605152,49.03015480428252,0.8798463329283668,3.738052600178004,10.2739849630306,156.77923978378294,0.351836621937448,0.7254039542234849,1.2864005921524098,BR-1,Supplier_C,Night,Lot-006,0.0,0.0,53.28959414922331,29.0,Lab-102,324.8333708714148,82.66031908270573,3.38206476268767
B030,7.167326766820649,36.57770236076681,119.29482260926281,43.04889689791096,34.0821461457301,43.55462132540748,0.5671369183204373,4.813660810468347,15.549477279898207,174.17256559166188,0.45704850231721317,0.8465596394765548,1.5965173084586917,BR-4,Supplier_C,Day,Lot-007,0.0,0.0,54.807872402352416,30.0,Lab-201,310.9905511994363,73.43489570780076,4.212157114071372
B031,7.110657885508517,37.199256763504046,106.67580266035726,44.87820342611174,33.16269704237582,42.703815677216426,0.8148239692430911,,14.49876118632949,155.17573072689072,,0.8397346519688594,1.4932659924397826,BR-4,Supplier_C,Night,Lot-007,0.0,1.0,45.758957683740796,31.0,Lab-201,329.98827236248195,73.6229123166612,4.770355240247179
B032,6.726592482870735,37.123869243324265,122.8390349719379,42.828435393717434,50.54898082501834,43.33279017325679,1.0597017013365715,,14.587325758514636,163.42270477721343,0.3361015653234841,0.9067669113171075,1.1704487155098378,BR-5,Supplier_C,Day,Lot-009,0.0,0.0,58.44735215059482,32.0,Lab-201,323.2523062214134,66.5460138329177,6.886518813824251
B033,7.126846199187085,37.05489096847142,109.08505759617478,45.11308772736663,39.63631089152055,44.34924259268942,0.8358815807683206,4.6707418758701955,16.61361547670782,160.72553524021998,0.3916262561276547,0.8640739504714832,1.464285620356896,BR-2,Supplier_B,,Lot-004,0.0,0.0,57.94775515012104,33.0,Lab-201,338.5935296565071,74.51099444730231,5.315188590517453
B034,6.843824550698608,37.33738284346532,112.978929826238,40.924204269465875,42.87717479922606,43.54425753707123,0.8281495803003203,5.912823489765657,10.203805833893853,167.47888593443724,0.4014750212629635,0.6298167606616014,1.4058345553192078,BR-2,Supplier_A,Night,Lot-008,0.0,,48.947191331204316,34.0,Lab-102,296.4260060071211,71.19583667514381,5.366385929742178
B035,7.072349700085888,37.12237990000145,126.7643996001859,52.17835127020221,35.31007392534592,51.956024366984686,0.8857754055570635,3.9949254454516314,10.15756548631028,160.23558935330118,0.40729886688874023,0.7572176602275207,1.8021084147473057,BR-3,Supplier_C,Day,Lot-006,0.0,1.0,40.42486582765568,,Lab-101,311.81567870022894,68.35056162397628,8.323917072804397
B036,6.773727801628169,37.15900498270651,128.6669850638015,38.80470199042694,36.97723827547673,34.73414082914161,0.9274726291977214,4.543535849927651,15.102368459711743,163.56195735636157,0.43011809245129207,0.8310564103482624,1.2775554220970704,BR-1,Supplier_B,Night,Lot-012,0.0,0.0,59.60301319548432,36.0,Lab-201,309.4497433926861,67.34115355110981,4.722341867474982
B037,7.110337986557751,37.12291719918027,114.5339875969489,49.92564200525474,34.07545310246305,51.60300032767887,0.5803039968532168,5.589058235507684,14.484342918717266,163.87482917399814,0.39092182413748344,0.804401609110417,1.3193838720425515,BR-1,Supplier_A,Day,Lot-002,1.0,0.0,46.51186119177273,37.0,Lab-201,291.3158078830968,88.03058027854011,4.678500915836383
B038,6.884812197224673,37.019276992800734,133.8488617405568,37.48943015850884,24.0,43.53203758657335,0.6181208221850767,5.255264302160278,14.874389275022251,159.39051018347828,0.40691611664161254,0.8582088583805416,1.727595142896912,BR-3,Supplier_A,Night,Lot-002,0.0,1.0,48.0093215714478,38.0,Lab-201,327.72392645735636,70.41913649892578,4.985621104050316
B039,6.799125762953106,36.275736104600036,135.89009309625362,41.57823707519099,30.420948977336735,48.45016060701992,0.8452349549303375,4.2170833716310545,13.48332043462062,170.365844816474,0.36574349073767043,0.8831493244535764,1.767082105194234,BR-2,Supplier_C,Day,Lot-006,1.0,0.0,44.28315979514745,39.0,Lab-102,311.7552413303597,63.258087475312394,2.5874476313764454
B040,6.562782203342675,35.30826073366059,84.68732840400487,12.224053210528155,19.02436643862142,38.674578583694384,0.7342148125722988,4.723182085605396,15.961578083327849,194.69530657772125,0.38344840667801927,0.8686761389143742,1.4308027298038974,BR-4,Supplier_A,Night,Lot-007,1.0,0.0,39.88167738962242,40.0,Lab-101,323.87557445983873,67.81067124160457,3.3785377090137416
B041,7.073496013901815,36.7053328144028,128.35296088550868,45.18516604243264,25.62618922126616,54.636101934521335,0.9774430314663897,4.601099646028298,16.551805454580464,165.2024744927215,0.3859143799029499,,1.4488662683505744,BR-3,Supplier_C,Day,Lot-009,0.0,0.0,35.25088455747766,41.0,Lab-102,343.3172632119553,71.69059296314272,3.2913630266307323
B042,6.919484175749279,36.45205566482599,138.3611445450284,52.11588169848574,31.425525641360434,54.096627241117176,0.7821790732137731,4.755075727066786,15.56476104669336,162.12587499884236,0.391830397470047,0.6722930391103615,1.64859766344853,BR-5,Supplier_A,Night,Lot-005,0.0,0.0,,42.0,Lab-102,310.7610756980687,75.28000219569891,4.906659568107386
B043,7.291212192823791,37.488635816755284,99.4304188643113,41.45850674125402,45.28725623659897,52.237338417375476,0.5878563117144258,4.215725760208343,13.926177391509917,173.16889627467998,0.42248968941705184,0.7835615000916145,1.1776640324887504,BR-4,Supplier_A,Night,Lot-011,0.0,0.0,40.73279156882704,43.0,Lab-201,309.9461642081141,75.32877913035188,3.7561556128903217
B044,6.950682564117447,37.50514836930999,118.18512141645844,40.62180010907263,37.75560107762605,36.15409395734199,0.6678383299787203,4.550873778514596,9.863083347248313,163.87749180567238,0.4105330125069657,0.8533094518511164,1.252209010479111,BR-2,Supplier_C,Night,Lot-006,0.0,0.0,71.47624983197458,,,316.42397003668793,76.05968731065916,4.193512795664024
B045,7.035779381314769,37.37572721010346,111.59593692411889,34.19768125852451,45.09810069276646,51.38928696192934,0.5,3.721071193597807,16.192319657681683,163.23972440956658,0.3824319351595101,0.7327642197959617,1.5050826558638861,BR-5,Supplier_A,Night,Lot-002,0.0,0.0,38.31141133910017,45.0,Lab-101,326.8469682358009,68.13083816017603,5.52243646820785
B046,7.078404420582149,36.989324695899555,123.43071033352871,40.39495142513384,40.260404172954814,48.631558069632106,0.7919049355260505,4.674317898527445,17.187803065678704,166.94221026899314,0.3354980708282428,0.8705019784097261,1.7979824905806603,BR-4,Supplier_A,Night,Lot-002,0.0,0.0,36.94094020014904,46.0,Lab-101,308.1994436962782,74.04264266100927,5.2084110341857945
B047,7.7214212397298665,34.90505971779179,69.76957613050577,12.781961366395894,18.607397978527956,35.56573689363831,0.797393904728274,4.847511370382008,15.918028506364756,203.06161397430688,0.383721919193449,0.8926714637813843,1.4802831858933216,BR-2,Supplier_B,Night,Lot-012,1.0,0.0,51.08110972490753,47.0,Lab-201,307.4284608344144,66.74364321533653,3.773590595742254
B048,7.114804532811988,36.90421861321064,120.00610589660322,35.609854092968206,33.045066525824836,45.842067005489696,0.7690644748261722,4.474919323045864,12.564786659791485,153.93679412780915,0.3784590218307341,0.8301493581036674,1.566149886677625,BR-2,Supplier_C,Day,Lot-002,,0.0,59.23450783173836,48.0,Lab-201,327.6862712428964,68.28214210191592,3.0620068643704887
B049,7.709403813219987,35.60963121626445,76.9317234139751,22.961557855980146,16.220524837470503,48.3694741787162,0.9494654846835686,3.7117220101783666,15.982347666069067,192.09018827869937,0.3906249868897259,0.62,1.731406283610242,BR-4,Supplier_A,Night,Lot-012,1.0,0.0,47.51671725554577,49.0,Lab-101,319.5436718860564,66.49374615299844,5.589384624314464
B050,6.955905102001083,36.517285020338306,119.96336244295546,51.233092384189774,42.0079282874089,49.61448927985048,0.9638223803820032,5.143692524568304,16.39316535751518,148.96145954885705,0.5013588918927221,0.7177529309830557,1.8871015573245034,BR-1,Supplier_A,Day,Lot-004,0.0,0.0,51.577939361498196,50.0,Lab-102,290.4632608439422,64.86966687241038,5.0834476532738115
B051,7.275275675164601,37.03894695657459,126.96550780628257,61.66447602860652,34.82843989271469,47.152198885167564,0.7995533891972666,4.800488770896041,17.92939574515799,167.9554584240576,0.35119249718023204,,1.45770424429627,BR-1,Supplier_C,Night,Lot-002,0.0,0.0,32.251620660330325,51.0,Lab-102,300.2952984063707,78.38525693314806,1.751240454386465
B052,6.842694510547762,36.921135074948545,119.21276804090918,37.893904404503694,41.07747203838891,47.89300420950797,0.5638367599027773,4.200691696264462,12.572558166698492,180.17574544847858,0.4032258960518948,0.7762769765577298,1.5473061242026518,BR-1,Supplier_C,Day,,0.0,0.0,41.57990763446587,52.0,,333.0148303659265,76.13167020587332,3.5615844855284067
B053,6.595699540432692,36.444071759107935,,52.04710109651808,41.114032672161585,55.57847404964512,0.8940737896590709,4.445669754239065,14.001799914002895,170.39801672020576,0.4387654136984364,0.6612685421496802,1.841528835414855,BR-4,Supplier_B,Day,Lot-008,0.0,0.0,38.41107416689947,53.0,Lab-201,319.82313939694575,77.85999221986879,4.231721646823467
B054,6.600765505265943,34.95568880143888,,12.888489351280883,20.78942669259755,53.96922041441942,0.886643227421029,3.774631828469988,16.1439985125156,194.35814236963697,0.3853901052754661,0.9188197910648217,1.3064481159693715,BR-4,Supplier_A,Day,Lot-006,1.0,1.0,31.83963320041695,54.0,Lab-101,305.853648827553,72.23587839614578,5.090361603969444
B055,7.488879031469261,36.87209465265011,127.37988879167791,40.94126647277537,31.82477362250953,30.0,,4.036024429722152,14.626302157163947,160.95595478077232,0.5085814815544691,0.8210684473234938,1.7144129712886116,BR-4,Supplier_A,Day,Lot-010,0.0,0.0,47.9358418721911,55.0,Lab-101,312.9550841131802,76.66084619319088,5.27414209291568
B056,6.95705153221912,37.52914640832562,135.9836904265661,45.028161162083066,31.4872941745595,43.936649393555065,0.9377775699169738,4.304203759503573,12.041879275487195,166.279424804397,0.35920783895476877,0.908395239116618,1.3870695148221988,BR-4,Supplier_A,Day,Lot-008,0.0,1.0,29.057379027116532,56.0,Lab-101,315.15884007362007,61.432263572144734,4.397468401645662
B057,6.681369152688367,37.21297466497969,141.76872797123997,42.433415385759716,38.47578048056804,44.929768320964314,0.6802206284246751,5.275631446754083,15.412155827058747,163.7314346613698,0.3978249072276026,0.8421566940175492,1.5663955787365051,BR-3,Supplier_A,Night,Lot-005,0.0,0.0,36.42243227130041,57.0,Lab-101,323.828800323362,77.17852510827213,4.819346543902398
B058,6.974112884284731,36.90400590368201,125.71544098291,42.77277007928553,39.79855427834123,34.61135927727469,1.0610506463422167,4.248273135011888,15.773055594393366,158.9262105286178,0.336065684030886,0.8566847308969735,1.511180952415956,BR-3,Supplier_B,Night,Lot-008,0.0,0.0,42.70244964789266,58.0,Lab-201,298.7008392616945,73.06271898003018,4.089791523329415
B059,6.97847986902868,36.98707555843038,129.07456263242722,39.14166786021332,33.64110793248147,46.61218987851003,0.7048686696229758,,14.693518371928205,163.39111946072617,0.3606661395671189,0.8490407398171613,1.3967181438878034,BR-1,Supplier_A,Day,Lot-012,0.0,1.0,40.34971331239139,59.0,Lab-201,304.9086103359545,75.762657600895,3.0566076365472155
B060,6.995813708615994,36.915474332336466,108.1896258897732,32.21323238140805,38.14621937729354,54.11692552066829,0.9099067512641025,4.303926088426131,14.983086839795877,167.78543044563796,0.3936913650718162,0.87579906495368,1.392703691574676,BR-1,Supplier_B,Night,Lot-005,0.0,1.0,50.171268017656544,60.0,Lab-101,318.27546905836067,74.28013979429169,3.6342298525422443
B061,6.829590152454068,36.828980105321556,120.94547909101256,31.19462358234543,41.13795369876167,38.937308912661166,0.6175182766703977,4.736371158468531,13.930847016291393,159.09504638322423,0.4265467234269251,1.0021944358844879,1.5942262982806008,BR-4,Supplier_B,Night,Lot-002,0.0,0.0,49.44464153521984,61.0,Lab-102,313.8019850340546,66.07766907277868,4.026587661296151
B062,7.134321005645766,36.521150480914095,133.28347357860306,46.57271418296859,41.40004893065915,48.18660610148417,0.7083682375275938,4.5222324738209085,17.75221365857533,158.74346361383783,0.3975502158712966,0.897680506876735,1.7092862925060293,BR-3,Supplier_B,Day,Lot-005,0.0,0.0,54.150389967483655,62.0,Lab-101,321.8623101916405,63.01176134765372,3.951449049973974
B063,7.1244113275514955,36.84713184283758,132.39162366100584,40.06309936940001,46.53534066067368,40.047147397573156,1.0019642376070403,5.080181130051009,12.518477195832112,153.75780906167043,0.44925131671341045,0.6935728545723572,1.5292422074898395,BR-3,Supplier_A,Day,Lot-011,0.0,0.0,53.019069861701425,63.0,Lab-101,300.24591123168483,67.72767500290222,1.3601979337791414
B064,6.761006988432525,36.63886561017162,124.5393167935406,37.827377702406835,45.023394577089235,41.6325718460821,0.788692021239898,4.305853763979793,13.207894321919687,169.51652523480007,0.37477690791740303,0.8557329212223123,1.5612181053973146,BR-4,Supplier_C,Day,Lot-003,0.0,0.0,56.12650231489105,64.0,Lab-101,319.28554411525585,75.38950368763747,3.4435233310987963
B065,7.15585541170508,36.462389561376895,132.63672751481542,42.059539387062074,32.49289711983901,55.60305862210523,0.9207907126159357,3.735109462498657,14.524168129760556,170.90790935770355,0.3617307308588547,0.9113184614482573,1.6413878506065676,BR-4,Supplier_B,,Lot-012,0.0,0.0,46.98465279992757,65.0,Lab-101,328.0990034325297,76.14054849105237,4.078687914324813
B066,7.399483296750261,37.07892763509164,127.88920050792582,47.56452577040939,47.25972415245913,42.473374169273136,0.8484346466463095,3.8399280327500014,16.433698860941963,168.08494399812867,0.5287191809003663,0.9162160645228916,1.3945409963179265,BR-3,Supplier_B,Day,Lot-008,1.0,1.0,49.427735206533356,66.0,Lab-102,320.8418225657914,,3.6060820113320187
B067,7.060952859838671,37.03694263097663,136.40367509911187,43.262547601184785,35.07962922494357,49.00438117856906,0.8074050212799793,4.307467378331483,11.205779025792019,174.68653443455798,0.4016830707193117,0.785871601355272,1.6683508013460677,BR-3,Supplier_A,Night,Lot-008,0.0,0.0,51.09210961535353,67.0,Lab-201,316.6693408771391,66.1134037951907,3.65444668628378
B068,6.969281470827669,36.27465237102117,125.47230988348534,37.40761544351323,43.74680046849935,33.83708224560358,0.9836620389919227,3.9130170161270703,11.617347150516034,166.79080873372655,0.3404285149711799,0.9131955556150502,1.6810948955295595,BR-2,Supplier_A,,,0.0,0.0,48.13325357912821,68.0,Lab-102,313.84939676920834,67.66058588435496,4.683187919126422
B069,7.004439421406646,36.8570603768767,117.73162021314758,50.58405068954265,38.373926443280986,58.10506414906672,0.7916009410417719,4.825616608623753,10.01699728298362,169.5280984362918,0.3418154930763562,0.8942193919640964,,BR-1,Supplier_C,Day,Lot-012,0.0,0.0,43.82244552066341,69.0,Lab-201,304.981786166742,69.85616963839911,2.4894599381319127
B070,7.140746218054341,37.24849548506497,126.03009508319629,53.05429852087143,35.73317841848668,49.91724090099224,0.6063114270923835,4.343827509328057,14.571929495557196,168.73453683073808,0.3281526047007763,1.0258013949575784,1.4898233295104668,BR-3,Supplier_A,Night,Lot-001,0.0,0.0,44.34045972528184,70.0,Lab-102,314.13601689072254,63.827695014884085,1.7207409004683045
B071,6.718479111008701,37.27072830861371,90.0,45.46189658725997,28.057667271237868,44.813751022773296,0.7236111889657953,5.906033602514537,12.039727202145603,165.17613982523613,0.43151131457212333,0.7599998611001191,1.4767069117330995,BR-2,Supplier_A,Night,Lot-004,,0.0,40.459532813360276,71.0,Lab-101,330.1164702345649,63.467689403159206,3.5125622928286555
B072,7.059590326535915,37.259042895009834,126.59462883662059,48.815644579408634,37.05639519381008,49.741052314999315,0.8861430074442033,3.644256972674577,13.653989757960582,161.22260354683317,0.3599592488908717,0.7794079538879659,1.6730345394517994,BR-2,Supplier_B,Day,Lot-006,0.0,0.0,50.37293463927864,72.0,Lab-101,313.5716579207985,67.06898822155468,5.069760167702506
B073,6.959716489096694,36.91361962241551,90.0,50.693719977696674,29.423392205819148,36.83617371183924,0.8674610927635009,4.71199824829039,,185.9273735421272,0.3870049361611067,0.7955104761232037,1.6810566670259421,BR-5,Supplier_B,Day,Lot-006,0.0,0.0,46.24787860731875,73.0,Lab-101,304.3223521278191,72.51752301735003,6.362574255281293
B074,7.362608502332089,36.604234135210795,101.31843911113498,49.9106952148316,43.32014579713525,53.68644982139227,0.6319530099717474,3.9796258370718816,13.088606014277737,161.9324411813184,0.3765070229058952,0.7807822279968979,,BR-2,Supplier_C,Day,Lot-006,0.0,0.0,41.69460999490588,74.0,Lab-101,309.09303493481536,64.91643396147906,5.094979534732636
B075,6.998648907915108,36.520705410424675,127.42122321129182,46.29869423978837,46.34235961426587,43.8940989592732,0.7330788976710159,4.328629262789526,15.008820450035403,160.00710059991607,0.4202320824367514,0.7487983400189118,1.4854939716911921,BR-1,Supplier_A,Day,Lot-002,0.0,0.0,41.70204144540326,75.0,Lab-201,317.41020356731116,71.3051789401694,1.9444307361836137
