batch_id,yield_g_L,purity_percent,hcp_ppm,aggregate_percent
B109,4.077577627876195,95.24436861616756,214.051198999903,1.127670380215652
B110,3.698604797636834,88.08764001319432,112.58450779402347,1.4653122947080341
B111,4.892315541094233,95.30342037749905,531.6648309565276,2.9429407869913113
B112,2.5948037607504744,76.95060090313972,959.2929102310729,10.611130039052991
B113,5.277955380923225,96.15045152904837,137.67413423933257,1.0126814731270684
B114,4.8743112923936,95.50688124899135,466.0143098404644,1.0092649425856157
B115,4.471375655394803,94.84481066835122,153.22608329645445,1.3197064763236697
B116,4.6346635221904355,96.29455161724177,577.0857736243184,2.0351916164204162
B117,3.5643719191971432,94.66600932105315,20.386926684908453,5.707954959569193
B118,4.7119803812966445,96.47022914633293,22.48007784376405,1.3083915993005042
B119,4.875236051551766,98.88913339994059,81.86632363821258,1.224717134869877
B120,4.551647891272008,97.48518705638821,459.6856543083712,5.769493573670879
B121,4.089218437557976,96.79018267558358,177.49286113109426,1.1897011401734994
B122,3.7808794276213695,95.90583197248473,97.5490545163143,1.4162958377498234
B123,4.327733480886452,93.86737211029612,20.0,1.0660494911150566
B124,4.146900450524804,86.5454849645098,166.40561830841244,2.6803904064608934
B125,3.169480521633298,89.41107214171298,41.35408921210421,1.0236986259322571
B126,4.590969110626881,95.13126831186274,510.3326032087487,1.0671539519987077
B127,5.431003272691158,95.23082269201954,388.4081144797326,0.988682981953979
B128,4.799363434910604,87.81778447674758,147.73134595369064,2.7521917998545202
B129,1.6999841048342106,79.37830398998017,808.3515159464146,10.080899074689091
B130,3.8456178897803692,94.6505543919932,38.99480557734896,1.2519278335617998
B131,5.275059102713549,95.94447851994043,20.0,1.5390125918897573
B132,2.2016341803964936,95.01931759986076,104.80013853883241,0.8390981329724687
B133,4.3821494169360005,95.18487956224321,41.123700864847635,1.217588621380753
B134,3.183044183186202,95.1406898712383,79.64021704102095,0.9415663079338572
B135,4.3267682752651,88.57459623521791,322.3043358770926,1.6064443002565276
B136,4.130046599036603,95.7446617404551,137.5662735261081,1.1745438419095415
B137,4.810435945837545,95.80357083531676,146.33232795924815,0.7657661743561448
B138,4.314872596553511,96.65664048703977,115.01797295770801,1.003780855578853
B139,6.07622622999731,87.84375643094377,80.88885113618726,1.7662396126489344
B140,3.8382054222702062,95.69392085469711,248.2891740601,3.80401965256816
B141,4.368699875781178,96.51749539112718,134.89119461608442,1.2977868704772995
B142,3.217606866058263,96.7350176279134,179.35039358116336,1.183513273207712
B143,4.970520415125979,95.83821915054054,132.28501090622962,1.308834252816633
B144,3.7914827749423696,96.08866855318257,156.04497376032714,1.3652650676127804
B145,3.845292325401278,95.14003074729334,20.0,1.92595454473742
B146,5.230358640307746,95.05324865251902,20.0,5.434963367772066
B147,3.890546207863607,96.84606225216349,155.44164427511288,3.6672603496907055
B148,3.435624112787859,96.48943626879908,163.69473172511104,1.8108161430817047
B149,4.162703197744433,96.50082828225824,20.0,3.1298569961952283
B150,4.969279735096894,88.30893978359808,122.23392474260461,1.2807708497198464
