batch_id,batch_sequence_number,sodium_hydroxide_g,drying_temperature_C,drying_time_hours,ambient_humidity_percent,pH_after_neutralization,mixing_time_min,water_addition_L,filtration_pressure_bar,hold_time_hours,reactor_id,operator_shift,raw_material_lot,deviation_reported
MS044,44,98.66995973895006,55.77118912902965,8.448267291571861,47.899294532597736,7.230532005058772,44.223947029692106,246.95681291871253,1.3662423295570996,3.630650194247905,RX-3,Day,RM-009,0
MS045,45,94.27304722511,56.942567565314405,7.362713846536366,51.749391898256,7.104721312487853,35.62039458571788,244.30182309857847,1.3838482829201562,7.850112021076082,RX-2,Night,RM-007,0
MS046,46,94.56798914632625,62.398480183830344,10.597611758985241,53.17538238557429,7.086177847782086,43.43469462365726,247.44480008087578,1.2180699890759625,6.110279796498292,RX-2,Night,RM-004,0
MS047,47,99.47842871522683,62.22908288469587,5.519182202328083,60.26981244679575,7.279347162555375,48.79830007423589,241.78304939929103,0.957597027452471,5.2200582553801125,RX-2,Night,RM-001,0
MS048,48,81.096859921393,50.91069750377238,7.023432487050895,67.76309905642398,7.232506780303368,31.727364946638488,264.1530847630157,1.2505622277129818,6.310300548048731,RX-3,Day,RM-005,0
MS049,49,119.46423455217392,57.143731100067555,6.000482070271726,43.598572045008076,7.181888316688568,43.15972645752188,237.2300520513932,1.1437500810236203,5.191107283972919,RX-2,Night,RM-003,0
MS050,50,93.89546024301494,56.723867538088115,8.756960639977253,36.7577382196547,7.257247095116383,46.738804346143745,253.30032473344764,1.002919442522211,4.785791550370786,RX-1,,RM-003,0
MS051,51,100.27716581683426,52.77864518356269,7.500186222397705,59.247811546384675,7.262047833116956,,253.98446046641158,1.2363957720763186,5.183911116951966,RX-1,Night,RM-006,0
MS052,52,100.23842411247793,53.695980656965105,11.366785569561348,28.876431872600296,7.284630812427806,35.333837671630434,228.67990243022388,1.4669290288137828,2.845341163970471,RX-4,Day,RM-006,0
MS053,53,100.24031304328777,56.554814345339516,8.226709648497785,52.50014022283138,7.151424471024833,,253.8279002085802,1.168047449790277,4.469184642792405,RX-1,Day,RM-002,0
MS054,54,100.47043982659802,58.86800840439379,7.841789493111255,58.31873813356809,7.113629684435708,42.244887190275094,263.6080818388148,1.1480193380675918,5.27022282801375,RX-2,Night,RM-003,0
MS055,55,95.90671570538544,57.56933923069239,9.059050600965847,32.65014246466752,7.185265752487611,48.36761456590272,247.36313581484956,1.0194650096951823,4.119917504879062,RX-1,Night,RM-004,0
MS056,56,95.04103624605499,54.74379653561319,7.101704783546067,42.701522820619445,7.212880545697617,53.81879874494498,258.09348834683215,1.1002394060398004,7.510826739324028,RX-1,Day,RM-009,0
MS057,57,79.77010902673244,52.81650346802798,6.574136128313802,48.55660315845545,7.061268617536866,43.37812507615499,249.2022711459913,1.3740865483342206,4.566332857141267,RX-2,Night,RM-009,0
MS058,58,87.35051578736149,49.720126643152796,9.002508960121045,50.661464088892906,6.9803715619733335,49.722417256836415,251.9354895568289,1.1155029790934563,5.302653351746737,RX-2,Day,RM-004,0
MS059,59,101.8386080814283,60.62003240280294,7.466472408085734,51.915336607751804,7.217656868791782,40.960542881552485,260.2573610944529,1.084508444414262,7.385452203775598,RX-2,Day,RM-006,0
MS060,60,108.36719898091495,54.329762381965466,9.6639618163862,56.35208193414067,7.291891882982321,39.90130366275019,248.0010000115324,1.0882652228783174,5.9541612561907655,RX-4,,RM-009,0
MS061,61,95.38378480139266,53.42170660464569,8.702169939711379,59.57489445597732,7.192364944911237,48.52027651309708,256.7872359722094,1.189447295884667,7.577986057592103,RX-3,Day,RM-001,0
MS062,62,95.25177216812783,57.012881561009856,8.37463154503011,34.56400575918884,7.1577240708205645,51.83972060843202,231.37558551074582,1.0190485960897449,5.193261037445712,RX-2,Night,RM-004,0
MS063,63,97.3098959507575,55.74231365196941,8.302675550214554,65.68752347929063,7.197594052105488,53.31310133756155,251.2040616104846,1.206421555993995,3.185557420366337,RX-3,Night,RM-001,0
MS064,64,96.08456219946932,55.95002541406077,6.060768003836352,48.80522265920475,7.200071286575705,37.71023407552171,228.7304473816764,1.0527926057481967,2.0213069019518697,RX-1,Day,RM-005,0
MS065,65,87.79170713328797,57.97150841435514,5.018106462050237,47.37136947354936,7.089542527164639,35.99346701018643,245.00977137097217,1.2288599786354426,3.5010018102887406,RX-4,Day,RM-004,0
MS066,66,111.60341827231382,54.54134709102532,7.604161024355479,64.19476801649641,7.2057600628240035,52.05595196501459,241.8000450966152,1.3563008439403434,5.258308677977874,RX-3,Day,RM-006,0
MS067,67,120.82391576849037,52.82692848976435,5.263442949415333,46.04634083949117,7.2879450795420855,29.271323828602526,254.9693757216497,1.0876723898732963,6.123587680745884,RX-2,Night,RM-009,0
MS068,68,93.95059226881672,55.57238170352661,8.316700144196325,42.3266769783319,7.217331757848302,40.74465242021947,244.92810999343902,1.1910944721107133,6.1982565783201276,RX-2,Day,RM-008,0
MS069,69,102.52595997308873,56.19675797749447,4.6548286787892765,31.205689561786674,7.168236093944055,38.29032225189932,272.31465930837777,1.2541914176285818,3.399030947114629,RX-4,Day,RM-009,0
MS070,70,96.27311318276628,52.734698441860395,6.134619115020257,65.83459479847994,7.2492192388689665,50.46286484457087,245.28154816885348,1.2334327851301035,4.183055759610321,RX-1,Night,RM-005,0
MS071,71,98.20108181631522,52.68460516079311,9.371027437770024,32.350882939954964,7.236085882908208,42.84215395905131,237.2725022499282,1.2142247537373845,5.538520114592707,RX-2,Night,RM-003,0
MS072,72,103.09369256842247,52.85785185672072,7.629631103643344,37.50068828022944,7.088694092346152,45.23931521771132,224.97667464177127,1.3078470687639203,2.3315141477602457,RX-4,Night,RM-005,0
MS073,73,108.10019818178354,58.44746363262483,5.582148252261745,28.575109430518296,7.298604600174458,43.08983467428157,249.69690424668428,0.8580431833237963,3.906748365632363,RX-1,Night,RM-005,0
MS074,74,112.91595509855085,60.15323569809847,8.087851786132893,47.59482892777599,7.255390965616634,40.473048532780595,245.97798235608963,1.132525656376557,5.261731283590538,RX-3,Day,RM-006,0
MS075,75,114.48323031606682,59.82044095202037,7.187851397220196,31.43733558188643,7.212235490283468,45.52267111895913,259.23705269550925,1.0372116537124556,5.195672816499756,RX-3,Day,RM-007,0
MS076,76,97.88470098683699,53.26063001275674,5.647679152478693,64.90001038624712,7.223664771356574,36.37809528634241,260.4821047729978,1.1989361957157971,6.108647509616715,RX-3,Day,RM-009,0
MS077,77,95.75213697536518,53.91889524478777,8.668279979512374,44.424967234099114,7.201821862266086,35.753027072955625,259.231505214182,1.3154520814426545,5.106620613714235,RX-3,Day,RM-009,0
MS078,78,100.84657876633715,52.16835251325408,6.624161363773425,39.15037574796753,7.1148512075596155,39.41631180148554,238.94542309891324,1.1826222921299572,4.598584645709099,RX-1,Day,RM-003,0
MS079,79,101.09091730445066,61.50994173023783,9.277556199130194,56.1424823218196,7.239478627375358,40.83602210849728,235.0821146092831,1.0850394804815793,3.896926181574676,RX-1,Day,RM-002,0
MS080,80,120.24608193369804,54.5473179371579,6.853765838664206,40.144137985194085,7.185097462458329,37.6265757172692,244.9180597655125,1.2250021932037864,5.3492473991991485,RX-1,Night,RM-007,0
MS081,81,94.72596005000452,55.88735740400137,9.665569586111499,50.609801389720786,7.283033080186413,42.670726186814356,239.08175815783005,1.4368061519389446,4.636678124124028,RX-2,Day,RM-005,0
MS082,82,106.9128266235772,54.57220190269053,8.838135239960211,62.0074214605002,7.134271300687269,55.28076583888252,251.6080611269052,1.125734982884555,5.904355280720068,RX-3,Day,RM-008,0
MS083,83,113.95530861679646,56.50245893429231,8.362914844741029,43.152451453641866,7.11251780859759,40.3804240276022,246.40058350332424,1.1332778625150135,3.347688408033598,RX-2,Day,RM-005,0
MS084,84,122.22825257464058,52.85414345779829,7.066246920416841,47.91515009534566,7.10238933005571,47.42694030649628,258.5664522557301,1.2076005304863078,7.133378382266891,RX-3,Night,RM-007,0
MS085,85,94.49229570653962,54.138875542966424,9.557215950091356,43.851955547329545,7.275419035001759,40.18744373121415,243.68576846300363,1.1390272545114228,4.1301468597919815,RX-2,Night,RM-009,0
MS086,86,97.59134474369439,53.26366522487876,8.95533328845809,48.563069487878266,7.177780786087125,49.02446883709342,227.76504275026858,1.2691354681502829,4.497214067442597,RX-2,Day,RM-003,0
MS087,87,91.54138344025462,48.904544441457126,7.656401110234443,82.0,7.132114752158464,35.099025148379674,,1.0130601232336658,5.84650167808145,RX-3,Night,RM-004,1
MS088,88,97.68058995679088,56.763398186539234,9.070955950745239,28.547821087011226,7.067373571659156,47.41088564391882,280.8736772683596,1.0863298504815375,5.762582848024978,RX-3,Day,RM-003,0
MS089,89,103.59077520247591,58.214040467945864,6.66162680644053,62.04559001051343,7.410724701795157,44.132898743280585,257.65986446233575,0.8626574860278002,5.634685308144641,RX-1,Day,RM-003,0
MS090,90,99.30858482649049,58.909929581243304,5.683285568691013,52.64276629624147,7.189984429166204,44.49028455466863,231.30157704235117,1.161560408228703,4.256801569419848,RX-1,Day,RM-007,0
MS091,91,110.49390957502365,60.67718485838747,8.056650300768126,44.33948248591291,7.124613020120671,34.42014417749445,232.14449810924887,1.1792751408895914,2.3934422175773524,RX-2,Night,RM-004,0
MS092,92,101.28254827387369,58.84920524031853,8.306675163439921,63.191243212704016,7.138910755553795,39.214549636419385,,1.0639717108878202,4.773119993947106,RX-1,Night,RM-007,0
MS093,93,104.0895159823409,55.783224431046825,8.841859888933133,65.75969701362557,7.286431516216939,50.1861516066764,248.35306694004,1.0477357007904198,5.832630304538291,RX-1,Day,RM-002,0
MS094,94,98.73556097451932,57.62892099953474,8.297570231490598,42.1103046256263,7.15517379411095,32.82468970606148,249.8660448211847,1.184438620694056,5.511899280481467,RX-3,Day,RM-003,0
MS095,95,111.18315850576302,54.406618988741975,10.061070204301062,51.03805697162754,7.084173705439101,39.55523304767211,243.10090913571923,1.4772409618003972,,RX-2,Night,,0
MS096,96,89.61006238124415,58.377974240614904,6.2642445233926995,45.29733412059168,7.172741693679656,44.73501407620181,261.9068737561383,0.996297304099189,4.540481939174247,RX-2,Day,RM-009,0
MS097,97,97.41947360744805,55.138094185302315,9.05248939656602,56.971391163487795,7.327932561879755,53.80174585533213,252.52298922985798,1.2068707564790941,4.035670600651965,RX-4,Night,RM-007,0
MS098,98,90.02364625671837,49.02480858527685,8.53846455469761,53.977364437049,7.2933205280155375,49.252162643891666,235.5370645357654,,3.5405405651681585,RX-3,Day,RM-007,1
MS099,99,107.02332480959934,55.90535515160593,10.234316443485042,51.81672119258206,7.300014047229179,50.22891490144667,243.965767424559,0.85,5.678384224530504,RX-1,Day,RM-004,0
MS100,100,107.22773946179571,56.183627604141925,8.38737389491585,56.75025935804559,7.120060037215721,39.19763099217789,246.5192476604336,,5.256584808035503,RX-2,Night,RM-001,0
MS101,101,95.61597545938723,52.47469843816657,8.674455664692712,57.6341441405464,7.051016444892657,43.14766424661276,244.29556248300776,1.1665010195044994,4.925232858481089,RX-4,Day,RM-001,1
MS102,102,114.09396320557966,57.422515825682595,10.84192592844095,68.36637334126324,7.146488978116674,37.53024720052545,258.9090004725397,1.061861032427717,4.898584585275756,RX-4,Day,RM-002,0
MS103,103,97.47326793706634,59.560979548715544,9.39443643534581,42.53155504402426,7.1432061868792776,40.14384730393247,239.5272358100689,1.1373924014970866,4.650229910451857,RX-2,Night,RM-002,1
MS104,104,88.24129448043882,52.5316994762579,9.11283359587167,51.29827909812546,7.180862713974306,42.65870493547613,244.84013981774538,1.0756088306036484,4.500142066246932,RX-4,Night,RM-005,0
MS105,105,97.60976170889249,58.26788002849268,7.614800341990496,78.94965252539157,7.263234775973717,37.440145144477526,269.71057038199007,1.3158246310215964,5.788356283955769,RX-1,Night,RM-006,0
MS106,106,103.06017433449914,58.60215439987834,8.408425005063984,45.01069337282145,7.129970795160845,49.89482820342358,,1.0488508623121693,4.058571138618252,RX-4,Day,RM-007,0
MS107,107,98.00766787311991,53.14884633056741,5.721380809596098,65.56807446370568,7.110974691754432,42.24882625186677,272.8143215141302,0.9540369788315697,6.819617959106035,RX-3,Night,RM-004,0
MS108,108,119.25692509887128,54.670718970840824,6.934411908120461,41.25630583996044,7.08184570953662,39.78533348708996,255.02067649671864,1.1441469729608298,6.815670173864407,RX-3,Night,RM-004,0
MS109,109,107.2707865316295,52.7203993245929,9.170490015732495,60.01682023211993,7.246044763047046,36.685765779597915,260.07416608309995,1.0657705079366275,,RX-4,Day,RM-006,0
MS110,110,114.71587522914405,54.26385473970696,5.531247109977981,50.11214311339423,7.217243100735578,49.5171570586003,240.42655311683424,1.3614684572699,6.482635621957812,RX-4,Night,RM-007,0
MS111,111,111.78002626627301,55.849984517523815,8.339337963803361,56.535292711113165,7.260982315617967,45.89267843205994,241.5978038890107,1.1257253855738392,,RX-1,Night,RM-002,0
MS112,112,85.67083023386556,59.498655528909374,8.226751428821071,48.81974904763824,7.064825866815787,40.202813808966724,232.135961155497,1.3095847197146195,6.125887430208107,RX-4,Day,RM-003,0
MS113,113,96.78905184334623,54.083249717447465,8.783648176509473,66.29322532927873,7.137102141576059,34.71026817828521,255.97218365478932,1.1352777212869178,4.872615853638507,RX-4,Day,RM-004,0
MS114,114,76.8078716615808,51.335981127302595,5.655553521712664,51.61333376549364,7.296151093765628,46.71061015834151,258.6185341761632,0.9760038398327235,5.140950538214747,RX-2,Day,RM-007,0
MS115,115,94.50562774479084,48.0,5.153708510930953,50.186504726165346,7.2165269465435715,40.97075030748688,257.1684541610552,1.4329307279139547,5.557170851322919,RX-1,Day,RM-009,0
MS116,116,109.47838617416157,53.99163227924171,9.864343138286106,57.2708916114103,7.2864116557377585,47.644033753482255,246.08141611960312,1.0723644339811917,4.733173411454999,RX-1,Day,RM-008,0
MS117,117,92.83270568451486,52.05964640521041,5.187110200633881,44.23088273256552,7.266911598576845,42.024712446473245,245.46343435067493,1.0929384836886824,4.998618909439742,RX-4,Day,RM-001,0
MS118,118,94.58814827728749,56.55673064280209,8.8152431168811,26.29133525557151,7.246247772501336,50.43149226495967,261.44834167900956,1.3070137580986811,5.886758840811924,RX-2,Night,RM-003,0
MS119,119,102.77214042397408,56.688226504369446,5.7401872189718235,35.50108260398333,7.12501541612772,41.60718755474994,237.92010601965825,1.3024249386128486,6.139239741932949,RX-1,Night,RM-008,0
MS120,120,106.69219026011787,51.23916861191661,8.460757071536348,44.12305076010753,7.169801269628366,51.44397430420093,252.4962722700078,1.2224691867544346,5.947949741703361,RX-2,Day,RM-004,0
MS121,121,96.97133623487754,57.08686180098122,5.253776673258193,70.93577768106316,7.208620069636661,46.73790610003329,264.7955489495114,1.2132353061975458,8.043570006659877,RX-2,Night,RM-008,0
MS122,122,85.77373950335792,55.36522958673119,7.731867457952195,77.10889384322509,7.391452976649926,33.866141774857944,256.4441443623684,1.3893795006625271,7.555147840007589,RX-4,Day,RM-009,0
MS123,123,106.87634447127246,55.240431435569356,9.427561508048157,37.22963899895982,7.246783974393988,40.1664643386727,254.94556499956127,1.3552804675065886,5.120857614803533,RX-3,Night,RM-005,0
MS124,124,102.15949882134547,54.43824994221109,7.561883775908987,53.816290347205516,7.171538487157145,51.27738060338316,256.21373648020005,1.2688009648019232,5.166168119219523,RX-1,Night,RM-003,0
MS125,125,97.57506244553181,58.88122402330719,7.745692164267037,44.5456523779822,7.196768080428796,43.61236872150672,255.75084434645078,1.17793996030175,5.5176634773650095,RX-4,Day,RM-008,0
MS126,126,102.67327968416654,57.783724368858834,6.107333387840846,54.811273290532995,7.218989305954124,38.79810371943831,248.4382806135607,0.8894289229921888,5.779959128666869,RX-3,Night,,0
MS127,127,100.64703281927802,56.56164740276962,10.401813327573759,37.905021311812476,7.162716707981774,42.50156493239281,229.90400543767996,1.2002370442989827,6.944108691060158,RX-4,Day,RM-006,0
MS128,128,102.16437984974127,59.452777206639354,10.064953353442073,55.98978186808691,7.246014798839507,48.868676873711536,227.64433905005063,1.0992080020016461,4.179762333279497,RX-1,Day,RM-003,0
MS129,129,117.01046504532262,56.104182981934436,5.485296367363644,43.241921889756,7.279198485986357,,253.29842956019255,1.3747149857788452,4.278853354873921,RX-2,Day,,0
MS130,130,97.4057326487592,56.41605268850215,11.056430285709709,38.91632938759268,7.401793852290794,40.83177976642836,247.21861854064323,1.1402256424514683,4.872743321211631,RX-3,Day,RM-004,0
MS131,131,95.41201570745511,57.60590964282633,7.038876283671413,44.80215662938233,7.317554593093049,31.828638194036916,271.83842931838365,1.1287743007316873,8.642911333237201,RX-3,Day,RM-005,0
MS132,132,112.01586174993295,55.188774062277474,11.24145858909642,29.848379068407986,7.20850014601227,52.05416163946477,,1.119596579004962,6.60684756639191,RX-2,Day,RM-005,0
MS133,133,94.00154452533198,52.393959439172285,6.22909852447511,59.45244822773462,7.124748987262079,36.42060464397543,275.99977540884584,1.2285892693805955,3.100160033997583,RX-3,Night,RM-002,0
MS134,134,82.21793581470237,61.28732624721524,9.852425184151738,42.59059238848784,7.071800076597222,48.339545484843015,240.09037287712036,1.1174040839026242,5.155225716705499,RX-2,Night,RM-004,0
MS135,135,98.34931864719836,58.829048611001745,5.373032400264919,68.4876236374511,7.27003890549799,32.68889575940787,267.4518725276685,1.238956088958575,2.8040784684036124,RX-1,Day,RM-001,0
MS136,136,100.62763590337629,52.101664606586915,7.96641849027021,61.247643774206594,7.291164909377974,38.66475132911664,256.191934397611,1.3253402629764963,5.52843150784327,RX-4,Day,RM-005,0
MS137,137,123.92886729656425,53.050368346996784,9.525061167297697,65.63843514451641,7.315122663171366,36.78449386919492,266.5082434067522,1.1781369099966734,4.78360719827208,RX-1,Day,RM-003,0
MS138,138,80.69348924169269,52.803056413386976,7.090515476942644,47.588434215723915,7.209570693258456,47.11888490284042,240.09590011574434,1.2531831152349275,6.6116807004157,RX-4,,RM-008,0
MS139,139,108.4744885391771,51.429011605428386,8.672969020649303,66.69278271137745,7.183150975882514,38.51507750973353,240.8658029488031,1.2437015429691296,6.62668850296493,RX-2,Day,RM-006,0
MS140,140,98.26909948032603,57.08623182655715,8.661196323096034,66.63897771993335,7.174376784769254,45.39220275208625,243.8673240063216,1.2457860141347292,7.075918723230247,RX-4,Day,RM-004,0
MS141,141,96.88535489826832,60.50639963485246,9.986899124589446,47.757779549726216,7.255827302048937,,268.41286853845145,0.9768577656343176,,RX-2,Day,,0
MS142,142,102.95351749146737,57.161412005822285,10.249985780181744,52.86229838569316,6.995769245551396,42.73802325376744,256.3843732107181,1.068486188442282,5.834647238095019,RX-4,Day,RM-008,0
MS143,143,80.68030787376543,60.677521520044785,11.018521576935324,68.17023341744894,7.024343002140516,36.65749854978079,265.4533825993604,1.2079095467705763,6.466471689114936,RX-4,Day,RM-002,0
MS144,144,94.5406785885419,54.74515829488129,8.6558052478634,53.93555144899906,6.957741649720564,40.10084001876082,237.27082695366389,1.2154338008804966,5.839302393224008,RX-1,Day,RM-007,0
MS145,145,103.49118863614429,56.788849808087356,8.813082521151019,44.29930368757658,7.140885649905089,35.95050954085744,270.2959463736654,1.1758928702892024,4.095059387110792,RX-3,Day,RM-004,0
MS146,146,108.45001677137253,53.22017361000686,7.347109193430315,64.15066177538108,7.16950407213292,47.02816154388445,265.4151187224291,0.8652783252335963,3.9520389450337543,RX-1,Night,RM-009,0
MS147,147,101.41530699227786,56.064464539866236,7.049677270883212,65.55879278240462,7.288286202808443,46.17792296023339,,1.039841945417473,5.677488626675467,RX-3,Day,RM-002,0
MS148,148,113.29399759493329,59.222241705055296,6.218245091228603,42.29421907696411,7.1844956996531195,43.81727154095408,241.43242279163653,0.9183603851802882,3.082026572642222,RX-4,Day,RM-008,0
